Geneid	Length	SRR11206238	SRR11206239
69263	1215	726	665
100503733	1848	0	0
665290	2350	0	0
624931	1446	0	0
665755	1446	0	0
100862115	2064	0	0
100862166	1446	0	0
665521	1765	0	0
100862150	1860	0	0
100862230	1446	0	0
100862192	1545	0	0
100862202	2064	0	0
100862180	1446	0	0
100862245	2047	0	0
100861655	2377	0	0
100861624	1446	0	0
100041712	2047	0	0
100041672	2642	0	0
384199	1579	0	0
625240	1446	0	0
545762	2037	0	0
545763	1688	0	0
620551	1446	0	0
100041806	2485	0	0
665729	1446	0	0
100039010	2013	0	0
100038995	2047	0	0
100861603	1446	0	0
620639	1443	0	0
19791	938	486	235
667335	733	2	1
330256	2991	438	413
209086	5329	4452	4034
101202	2236	0	6
73288	5862	2679	2234
12311	3864	0	4
100124468	85	0	0
723877	107	0	0
21789	1508	32	4
14699	963	0	0
66066	836	1516	1145
12068	1466	3330	2974
12843	5143	499	283
100862129	955	0	0
213819	3760	5739	4950
20392	1875	2600	2522
170676	6667	14	6
100040018	804	51	27
243725	9547	2714	1900
18979	1513	2	2
269823	1784	1252	951
330260	1850	7036	5734
65255	3286	43	38
27273	3453	2572	1873
13426	2802	1567	1319
72249	515	0	1
50799	3122	1858	1393
20422	491	6113	5080
320038	4247	0	0
13396	1071	0	0
13397	1354	0	0
13395	1406	0	0
71238	550	428	350
100502597	2218	3	0
21333	1034	0	0
27053	1927	3842	2585
94192	2065	1581	1310
213945	4230	0	0
252875	3705	1730	1379
68240	638	244	226
100036521	2174	2141	1859
100504206	998	2	2
100862035	1350	2	0
320312	1936	236	149
170772	6204	893	954
15893	2075	1486	1189
18231	1783	0	0
57866	1035	0	0
17992	492	23692	19914
75725	7756	1194	977
100504223	601	17	30
625347	981	12	14
330267	11000	211	124
71900	6082	13906	12243
232585	3979	0	0
277899	912	0	0
69413	429	0	0
101118	4548	4867	4185
101148	4141	1773	1216
64450	2954	50	22
66520	1803	4630	3797
76311	1498	532	481
140491	7120	0	0
114142	7072	20	22
16543	3435	106	118
21426	1779	0	3
100504308	1182	10	8
21753	2442	10389	9127
232599	2219	204	156
100862080	669	0	0
12390	2473	9204	7687
12389	2767	6320	5013
17295	6652	36880	33827
12343	1984	7010	5474
100504329	1464	535	481
64213	2239	1660	1255
22413	2115	0	0
74068	1740	0	0
12638	6305	24	6
30785	5931	2424	2022
100504344	1032	12	20
76522	750	1072	939
75196	1193	0	0
16508	4546	2	0
269831	2490	1771	1511
71777	3755	1120	1223
214642	4898	1905	1587
667307	435	0	6
93735	1666	8	0
27999	2739	3283	2423
19283	8068	1108	665
30956	3701	1169	900
73191	2308	0	0
320405	6047	1502	1254
386611	1308	0	0
71300	1242	0	1
387347	900	0	0
55961	2495	2	8
214704	3651	4	7
68202	549	6932	5998
78910	4268	1	0
93677	1967	0	0
73178	4858	2060	1505
74409	3452	6	2
77042	2088	1	0
20690	2131	0	0
74468	2070	0	0
319832	4985	132	136
14763	3205	5853	4991
101185	3153	1844	1552
626904	1565	6	2
14823	3678	0	1
735266	96	0	0
76224	1567	18	4
627049	3895	1049	835
74375	4138	2691	2218
11844	933	5494	5145
56223	1790	168	163
18506	1357	2	0
56463	3482	7063	5353
192198	3622	66	30
387237	73	0	0
16846	3257	0	0
68272	4186	1975	1505
101359	3413	0	2
23917	2408	993	744
69573	1106	1048	850
245884	1175	68	70
330277	1587	26	58
12321	3410	27223	21658
12057	2410	46	58
232664	3491	845	701
68794	9166	62	46
66144	635	9907	7758
668210	646	0	0
333088	4888	65	39
27056	2392	118	107
320938	3971	5598	5309
232670	1959	104	82
319757	3977	4095	3264
74340	5385	21010	19187
320609	5370	358	212
76419	662	2	0
18181	5342	1819	1422
387177	75	0	0
723886	106	0	0
387178	70	0	0
100463519	1424	2	0
22214	4780	4653	4078
100862136	456	0	0
232679	1847	818	749
76788	5883	4038	3230
72649	3403	2813	2648
75647	1597	2	0
232680	1325	0	0
100862143	298	0	0
71791	2061	0	0
74649	1963	0	0
109697	1578	0	0
83922	3380	366	369
17294	2777	168	163
723930	98	0	0
54160	3128	3422	3119
116732	1141	0	0
619665	2970	0	0
387222	88	0	0
387223	71	0	0
73652	1042	955	837
100503869	964	25	25
27418	3973	7376	6462
27205	5330	1866	1436
76382	918	0	0
243743	12602	58	34
319849	1909	11	10
66075	1432	4940	4183
20336	3723	3026	2252
100503911	1034	385	273
74354	3058	31	26
58246	3697	5814	4328
11677	1402	566	401
14187	1304	926	726
67861	1341	3228	2744
11997	1248	2	2
12183	2068	4550	3362
100861595	1466	591	446
109624	4035	7016	6144
100503921	1859	31	17
76223	3719	415	390
68487	2614	158	136
78412	3725	228	173
101240	2637	5082	4032
20899	1455	0	0
243753	2159	5	3
53621	7188	2260	1702
70699	6229	1821	1564
67705	1302	4500	3272
243755	3426	30512	23207
208164	1528	1687	1422
73409	430	0	2
14489	4042	14802	11998
319472	3103	6	0
243764	2036	0	0
735279	84	0	0
19242	2021	10887	9041
320127	4598	58	40
73585	895	0	0
208647	3318	2784	2105
208665	2699	0	2
100039636	1133	7198	5174
21848	4038	1140	966
320590	2366	89	59
140494	3285	828	647
77522	530	0	0
330286	10970	292	287
209032	6538	89	88
78781	4433	733	497
264134	4140	608	521
320538	14669	1113	1060
66117	441	2175	2002
192196	6410	1498	1447
100861853	895	202	167
100504031	4914	22	22
74253	2282	292	179
665180	1429	51	2
15258	4488	5000	2876
21391	1978	82	55
69986	902	0	0
243771	3229	2302	1951
75379	880	53	40
338523	9553	881	644
72144	4065	4366	3593
19331	1322	464	388
54484	2936	5936	4481
100503122	577	56	43
621427	830	41	35
209773	4435	1524	1366
77209	1506	12	2
57869	3539	1663	1276
68198	455	7876	6630
109880	9728	3000	2833
14548	1055	728	605
434008	3092	0	0
69923	2225	492	421
243780	1951	394	321
381759	2886	2	0
381760	2034	1517	1430
574417	1002	0	0
57253	894	0	0
67690	1049	0	0
258380	942	10	2
258381	945	0	2
23845	3820	108	83
387513	996	0	0
232714	6488	1	0
194357	1860	0	0
621968	350	0	1
232717	987	0	0
73481	1647	2	4
73626	856	0	0
100040208	870	0	0
67373	2142	0	0
100124659	344	1	0
100039790	347	0	0
100124660	344	0	0
100124661	341	0	0
100124671	322	0	0
100124672	372	0	0
100124673	337	0	0
100124674	372	48	31
100124675	340	17	20
100124677	340	2	0
100124678	346	0	0
100124679	347	0	0
100124680	347	0	0
100124681	344	0	0
100124682	346	0	0
100124684	352	0	0
100124685	335	0	0
100124686	346	0	1
100124688	347	0	0
100124689	347	0	0
110315	267	0	0
100124699	335	0	0
22074	799	0	0
103964	801	0	0
436522	890	0	0
22073	812	0	0
436523	824	0	0
386551	745	0	0
100040233	830	1	4
114228	807	0	0
22072	826	6	0
100125246	12	0	0
100125248	48	0	0
100125249	48	0	0
100125250	50	0	0
100125251	51	0	0
100125252	50	0	0
100125253	53	0	0
100125254	46	0	0
100125262	519	5	0
100125247	14	0	0
100125255	50	0	0
100125256	51	0	0
100125257	49	0	0
100125258	49	0	0
100125259	49	0	0
100125261	47	0	0
100125263	520	5	0
269846	335	0	0
13848	3760	595	438
64177	2928	8	0
194352	2600	0	0
76606	741	0	0
23925	2516	0	0
258569	945	0	0
18716	571	0	0
84543	435	0	0
71578	617	0	0
387564	550	0	0
20939	651	0	0
353148	960	0	0
387515	960	0	0
76263	930	3321	2399
109218	1147	454	367
12366	3463	1520	1185
12723	3545	1	0
76156	4101	14	0
22793	2438	2604	1835
13835	3273	470	443
72131	845	6	9
387514	882	0	0
387512	966	0	0
387353	927	0	8
258436	942	4	4
258989	942	0	0
259144	1052	1	4
546896	954	3	0
403088	3110	6	1
232748	4257	1002	755
77574	3738	3541	2882
258016	954	0	0
258988	954	0	0
258207	954	0	0
258437	933	0	0
259067	936	0	0
258270	933	1	0
258990	933	0	0
258292	927	0	0
258650	933	0	0
258649	933	0	0
258648	933	0	1
258293	933	0	0
18310	933	0	0
258647	942	0	0
258366	966	0	0
18346	966	0	0
100503800	667	4	2
54324	5407	3092	2578
18291	1893	0	0
29807	2562	779	617
319812	4095	2	0
66797	7156	156	90
26965	3157	9829	8036
14056	2667	436	369
19799	174	0	0
19874	101	2	4
19872	111	11	7
12304	2481	11845	10276
735289	77	2	2
330301	2829	46	40
272347	3478	610	397
101095	5222	574	403
232784	2709	673	480
232785	4415	245	95
101197	2761	541	341
72306	3111	323	200
69228	3651	1594	1239
100503622	4442	13	4
77827	7005	1612	1318
68910	3927	1968	1458
243369	15586	40	19
58894	6289	319	192
76252	1835	4687	3785
243371	2910	1075	856
71660	708	468	361
330305	964	2	22
58887	3146	1963	1637
243372	4083	695	554
243373	3573	132	122
243374	3700	71	62
317758	1383	378	295
107526	1810	529	333
231931	1612	1320	934
231932	1269	4	2
100041450	1722	35	14
16205	1505	411	248
317757	1943	201	140
83408	2145	2	15
65963	2049	56005	45374
66058	1119	36061	29795
666105	2194	14	16
76507	2875	6	14
69761	2484	23	18
243376	2288	0	0
243377	2778	0	1
93695	3798	85223	69873
75593	785	1061	898
140488	4347	78	70
101214	1828	1024	882
57895	2271	919	709
231946	2096	108	45
77485	3238	3	1
109648	547	6	0
56524	2222	637	509
54722	2133	64	36
71720	6935	158	150
13063	3059	915	832
73183	1007	16	12
70821	2334	54	16
60531	567	0	0
319981	1239	3	0
387166	99	0	2
18025	2544	333	191
53379	4086	24050	20185
12417	1803	138	153
71982	2699	2584	2168
54353	1639	2397	2257
15394	2474	0	0
100504068	522	19	4
15399	1681	10	16
100503966	1692	8	2
15400	2543	0	0
77580	3354	0	0
15401	1528	0	0
72628	835	0	0
15402	1877	0	0
15403	699	1	0
100736249	798	0	0
15404	1952	0	0
15405	2272	2	0
723820	85	0	0
15395	3142	0	0
15396	2244	0	0
15397	1839	0	0
15398	1313	0	0
70593	2916	0	0
14028	2877	0	0
74304	664	0	0
58875	1734	11339	9619
52440	3285	41456	37454
231986	3098	133	69
100504507	519	0	0
666259	851	18	12
320189	3029	4	8
100504577	358	0	0
231991	2873	150	95
66873	5358	791	472
71287	1597	0	4
69993	3404	2566	1808
78616	1998	0	0
100502661	3220	4	0
100042056	4486	15	4
78004	1381	48	14
330319	4204	22	12
69938	1777	847	715
231997	2644	1495	1145
231999	6989	988	753
68235	1710	2599	2118
387524	2610	2806	1715
107607	4415	1194	934
110175	1362	507	538
353172	2390	6109	4445
12922	2654	2	0
21743	1023	35	50
330323	4785	878	631
11826	2760	102	72
14602	1598	0	0
330324	3151	0	4
11517	6243	138	75
11922	2154	0	0
100041339	1092	0	0
232016	3284	0	2
19051	1738	6	12
18575	12827	2007	1607
66373	501	107	96
78937	6691	3226	2902
210973	3868	3277	2504
27055	3011	10721	8222
100861676	602	0	0
107569	1780	4354	3704
171194	894	0	0
171192	948	0	0
171193	912	0	0
434016	936	1	0
171205	1213	0	0
171203	1051	0	0
113858	936	0	0
113860	900	2	0
626397	924	0	0
113862	903	0	0
113864	912	1	0
113863	900	0	0
171202	912	0	0
171189	912	0	0
171199	900	0	0
171200	927	0	0
434017	912	0	0
243382	5560	673	647
67138	5279	402	361
66459	5410	4986	4663
71835	3657	1352	966
232023	2886	2366	1949
171201	894	0	0
171196	909	0	0
171197	909	0	0
171191	891	0	0
113865	909	0	0
171190	1020	0	0
171206	912	0	0
171198	909	0	0
113859	912	0	0
171195	909	0	0
626828	912	0	0
26357	2491	4666	3698
73998	4731	431	281
58243	1894	46	19
58909	4293	3691	3469
68140	3007	1228	872
243385	3100	1431	813
434019	2527	0	0
208079	1448	0	2
20617	1463	1384	1234
70945	4636	2	4
100504262	1661	72	48
232035	5654	792	585
14804	3024	42	8
100504298	7189	10	0
11921	2098	1	0
13990	5098	1495	1238
54486	3298	252	215
634745	393	0	2
243407	2953	4	6
414084	3769	0	4
68169	4684	84	26
70779	2182	182	147
67653	1444	0	0
56150	1725	300	313
171188	2442	0	0
171187	918	0	0
546901	930	0	0
171185	891	0	0
171184	918	0	0
171183	909	0	0
171186	909	0	0
546903	918	0	0
100042008	498	1450	1174
75373	1634	18	13
14701	4363	5916	5065
13197	1224	107	98
320172	1762	16	8
319665	2041	0	2
66870	6685	6365	5400
16162	2947	25	10
209590	2488	0	1
56753	1764	902	586
692187	362	7	5
75070	466	0	0
243420	362	0	0
628027	362	0	0
243423	362	2	0
628056	362	0	0
628072	453	0	0
692182	353	0	0
243433	344	0	0
243428	353	0	0
243431	351	0	0
628144	351	0	0
434024	359	0	0
667435	353	0	0
434025	348	0	0
16098	357	0	0
381776	360	0	0
545847	353	0	0
381777	357	0	0
628268	362	16	0
381778	348	0	0
692169	347	0	0
724035	211	0	0
243439	353	0	0
434028	362	0	0
435900	347	0	0
692165	345	0	0
434031	347	0	0
667550	347	0	0
692161	347	0	0
384410	351	0	1
434033	358	0	0
434034	351	0	0
384411	338	0	0
692154	362	0	0
243451	343	0	0
434036	347	0	0
692152	347	0	0
243453	358	0	0
545848	348	0	0
213684	358	0	0
545849	358	0	1
236047	358	0	0
628516	358	0	0
385109	352	0	0
692138	232	0	0
434586	352	0	0
385120	438	0	0
628541	348	0	0
384515	352	0	0
19783	238	0	0
628571	352	0	0
636752	352	0	0
546244	352	0	0
667683	352	0	0
385277	264	0	0
381831	330	0	0
384514	332	0	0
235952	352	0	0
385253	352	0	0
385291	352	0	0
546213	358	0	0
619806	358	0	0
381782	352	0	0
619846	347	0	0
692245	347	0	0
545850	347	0	0
545851	347	0	0
381783	347	0	0
619960	347	0	0
620017	347	0	0
620050	347	0	3
384417	347	3	0
620088	347	0	0
620105	362	0	0
620126	365	0	0
243461	365	0	0
434039	347	0	0
384419	365	0	0
620191	347	0	0
434040	365	0	0
434041	360	0	0
620240	371	0	0
381784	347	0	0
677858	365	0	0
434685	284	0	0
637227	347	0	4
620400	362	0	0
108024	347	0	0
232065	365	2	0
667859	370	0	0
667865	347	0	0
640340	365	0	0
108022	347	0	0
667881	347	0	0
667899	357	0	2
667914	359	0	0
667924	359	0	0
667928	359	0	0
108005	359	0	0
667940	359	0	0
626347	359	0	0
667946	359	0	0
626583	359	0	0
108004	359	0	0
110759	38	0	0
110760	39	0	0
110761	38	0	0
110762	38	0	0
110763	38	0	0
16071	320	18	1
19895	1772	44	47
13666	4496	1924	1446
74221	807	2	0
232077	1206	0	0
619547	413	48	41
232078	1850	762	705
14080	492	0	0
12180	3361	2	0
57896	1749	5066	4633
381785	2868	8	4
12526	1416	2	3
12525	3130	1	4
68477	6165	3438	2649
22644	3264	5487	4296
66700	2592	20739	15770
104263	4923	4194	3472
52250	3804	316	167
66223	3695	2768	2419
76614	2761	13930	11161
69956	2595	2632	2276
20019	6109	1089	803
330350	2631	2	0
20454	2448	7193	5631
71265	1670	8	7
71093	2355	134	77
20388	1876	3	0
28035	2237	1466	1363
100504536	963	189	150
68364	4636	1123	786
232086	1510	993	672
66510	1383	8152	6544
53620	1648	3472	3206
22320	786	21975	17362
56316	2899	5113	4196
232087	2804	15513	12431
78108	1933	584	417
71130	1278	114	89
12332	1249	3837	2724
232089	2235	2794	2271
67442	1937	8157	6246
22134	5025	55612	48426
21415	2784	778	627
100038714	1529	14	6
74287	3251	5175	4131
19240	943	372	239
330354	3513	4	2
330355	12652	21	17
56451	1392	8140	7098
66740	1095	0	0
100043338	495	120	109
12386	4130	31	13
74342	2521	2	6
70753	2219	4	0
434050	1236	228	155
18489	759	0	0
30053	782	0	0
19694	837	0	0
19693	692	1	0
19692	769	0	0
19695	774	2	0
100504701	2088	0	0
100463512	334	1	2
243499	3693	42	22
100504719	1756	0	2
723871	78	0	0
74220	787	1	0
330361	3375	349	226
56284	5016	1195	954
100504740	1535	0	0
232146	1768	5204	4121
21336	5026	2	2
66979	1694	8756	7277
15277	5513	81	106
69652	1831	40	68
20355	5014	10	6
110958	2051	8	5
13448	1807	237	197
16950	4049	367	269
64704	1725	865	642
11993	1511	8329	6636
93838	3158	97	133
21909	1434	0	0
69837	874	482	456
16815	817	7	4
100499518	77	0	0
243510	3129	397	331
68499	620	1931	1579
57377	2770	1471	1071
22377	1321	4850	3714
70020	1038	455	381
20166	3358	4594	3212
75659	1267	122	101
71837	2050	114	78
13191	4508	8949	6840
232156	5124	2	4
17768	2070	364	251
232157	1562	1641	1176
78653	530	3142	2641
194388	10907	856	592
320775	1689	28	31
27369	1110	1540	1334
11468	1315	5	4
70527	2157	2293	1980
100861870	3734	8	4
51811	2400	0	0
246278	1530	0	0
545859	1435	0	0
574519	2118	0	0
24113	1233	4	0
110935	1927	0	3
67934	349	0	0
75305	1737	0	2
21766	1454	7361	5437
665004	795	6	5
56174	1422	3203	2460
232164	3325	3510	3100
18139	6470	3890	3300
26903	7056	611	555
100038556	762	0	0
232174	4849	50	88
75914	5440	9266	8052
108176	986	27	24
545861	4643	4	0
20751	1226	2646	2007
13796	1173	2	0
94282	3654	376	410
52055	6124	3937	3403
735267	82	0	0
384452	1602	0	0
232187	2493	1075	887
73327	1296	895	743
12468	2452	15055	12889
330369	6562	3	0
13656	2100	0	0
236266	9984	83	99
100043497	686	0	0
93674	1966	27	25
623273	1170	4	2
100504710	1380	9	4
69049	986	183	113
68396	932	768	656
100043508	483	1183	984
93673	3280	554	646
75541	3278	3577	2892
66116	1011	1184	1022
69786	2241	2032	1581
72102	6435	2427	2061
100502586	705	34	46
26910	759	0	0
11519	3119	1069	968
21802	4229	2339	2036
66488	1606	2194	1820
68011	393	375	344
100502598	627	22	5
66881	4291	14481	11163
21841	4483	2089	1775
232196	3123	2103	1659
381792	775	503	425
23983	1678	10971	7334
72012	681	606	432
67855	1537	22	8
17119	4662	1300	1041
66618	836	2837	2610
23885	2944	2560	1963
11746	2003	11352	9129
67170	1034	833	677
269774	19345	2591	1924
56748	955	1522	1303
14583	6248	2372	2194
52372	2227	7	0
69538	5264	565	588
66283	1220	0	0
66284	777	0	0
68888	793	24	32
12154	1317	0	0
232201	2909	162	89
58182	4056	0	0
72103	3278	400	365
320001	2822	2	5
613264	1047	1	0
100503261	1290	0	0
58229	2754	26	8
545864	1349	10	6
54368	811	0	0
69834	4741	2321	1563
57905	1620	778	601
12785	2178	35593	31376
54161	4504	14829	12154
232210	1408	1008	779
243529	1062	14	6
434064	1423	6	4
19349	624	4602	3820
103963	3642	26137	20019
14461	3243	2331	1598
56691	989	0	0
65967	2679	1985	1435
56505	1655	588	493
53421	3039	14843	11629
74589	1986	2	8
23945	4628	7039	5148
80283	1880	1678	1350
319655	2000	1439	1090
100038356	3118	22	7
100861958	527	0	0
17216	3371	515	338
24100	1829	5226	3854
232217	2621	0	0
434065	1054	0	0
330379	753	0	0
18844	9028	2992	2423
66098	1126	2058	1767
232223	2836	743	521
113855	933	0	0
113857	1025	0	0
113848	1098	0	0
113847	1069	0	0
113854	933	0	0
22297	3249	0	0
113856	930	0	0
113846	933	0	0
113845	909	0	0
24112	933	0	0
113852	933	0	0
22296	2359	2	4
113849	930	0	0
113850	840	0	0
113853	1122	2	0
113851	948	0	0
243535	1160	0	0
71797	1651	2	8
243537	3365	0	0
80292	6911	1097	904
243538	2141	88	51
66277	2294	4433	3935
100861972	533	3	4
107747	3084	1299	1097
100502864	682	17	3
71699	2687	25346	17620
232227	6812	1981	1541
665685	803	58	33
54563	7035	305	198
232232	2494	1586	1387
14115	4477	8471	5916
22421	3176	129	74
75787	1112	2	4
69798	486	77	73
72170	1245	2432	2119
74122	2850	3006	2301
100861999	834	0	0
22591	3634	3092	2465
67678	631	1099	890
100502935	1675	11	3
21366	6169	4708	3406
243547	5143	28	6
232236	1757	1032	799
381798	3395	7	0
232237	5622	425	358
22026	7620	1426	1078
64658	6076	2207	1912
78287	5220	2969	2485
22044	1381	0	0
100502961	159	0	0
243548	8676	333	304
101401	6036	100	78
74516	703	1	0
330385	995	73	43
100503057	951	19	20
14924	9757	635	521
67582	1922	522	315
16206	4966	1047	867
78773	2232	0	0
243574	4703	245	203
414067	3653	2	0
20917	2279	1123	969
100862058	674	0	0
320265	3252	22	21
78482	1703	0	0
320701	2182	0	2
101351	3205	3811	2848
232286	6781	7294	5593
22200	2443	5257	4732
65106	1339	11461	10658
320502	2242	60	28
232288	5029	2937	2099
17342	5178	4514	4234
330390	826	0	0
108655	7484	5073	3990
100503384	3690	10	0
66892	2513	1207	976
14761	1140	17	11
50501	1513	0	0
56353	4376	307	281
73395	507	0	0
72171	1990	287	206
232313	1826	14	4
100503438	2084	0	2
232314	3641	1399	1189
55983	4106	219	83
207157	1560	0	0
18488	5183	195	202
12661	7751	37	14
53870	3580	12	0
100503536	2946	1	0
269784	6017	93	90
16192	3557	0	0
70047	3539	1078	991
58799	4041	4606	4111
16979	3756	1391	1132
74729	1609	431	271
58911	2601	6041	4904
100043718	371	345	248
16438	9877	34606	29335
100503596	829	25	25
75394	2390	3	8
20893	3113	3185	2778
67166	2928	3521	2804
100862120	1503	0	0
192193	5858	2821	2420
100862128	734	1	0
627371	429	1	3
108073	4181	38	64
67336	452	0	1
30937	1728	606	354
100503613	2116	2	0
243612	1321	2	10
12391	1157	0	0
18430	4568	2	2
58186	2701	160	168
259302	8887	1145	1064
14911	2061	1801	1444
14910	1606	3864	3543
72895	6470	1055	813
269788	4765	6	8
97287	2676	1279	1113
211232	2779	2	4
78783	4435	1493	1189
18294	1545	498	433
52163	1434	6454	5339
101206	1855	1231	1055
68089	2271	3270	2369
101100	3972	132	110
101122	1269	381	249
14311	1702	0	0
67767	1260	3049	2334
57890	2992	6187	4378
171095	2369	2337	1701
171508	2034	1322	1129
210673	3304	96	74
66087	1958	11022	8684
211651	4780	101	88
70979	1358	10	4
101314	1095	5782	4602
22346	2730	3029	2274
108960	3196	631	427
381801	2646	125	85
58991	527	2	0
110379	1301	3937	3180
100504971	440	1	0
11941	7050	855	345
243616	4066	3	0
232333	4295	4	18
15465	4078	0	0
74244	4033	1890	1374
100862196	647	3	1
232334	1293	1505	1219
109292	3251	70	41
68971	1166	746	574
100503783	1048	0	0
20965	5646	12	6
110595	1416	0	8
19016	1984	0	2
381802	1774	683	567
70291	2539	36	20
67027	2240	2401	1985
110157	3066	6773	5268
94346	1734	7	20
67088	5453	471	312
19951	504	1257	881
100217451	129	11	3
212516	2551	387	278
17193	3584	407	285
81896	4067	3194	2305
212541	3236	14	4
171506	1114	0	0
67784	6907	611	614
330401	5719	503	412
666634	881	2024	1558
666648	441	5	2
28006	4297	4987	4156
67492	2536	54	43
71779	4521	8343	6794
11689	2827	49	28
100503845	448	0	0
258914	930	0	0
258019	2672	0	0
258020	984	0	0
258754	963	0	0
258438	933	0	0
67255	3165	2464	1990
213391	6344	1492	1055
213393	1317	271	182
319776	3335	383	129
20315	7161	1111	747
100126203	1971	0	4
330403	1025	0	0
72263	418	0	0
621705	501	0	0
232337	1099	3508	2569
22685	2813	621	506
98758	2990	1345	1022
108017	554	15	2
70727	3236	213	179
78752	3661	3433	2838
19713	7341	15	16
73531	787	0	0
213895	4288	1778	1311
100503945	731	0	2
72720	3661	674	554
22750	3921	345	277
232339	5704	844	545
12288	9053	23	5
74363	2166	2	0
319618	3311	266	218
100503955	1009	8	2
319734	5803	1	4
211187	3679	6	20
68465	3963	7028	4687
22419	2371	960	837
101358	4219	1164	811
111173	9787	8294	5677
67289	837	22	20
19365	1978	1195	927
232341	12052	2524	1483
29862	822	0	5
330406	2961	213	155
67200	2935	203	183
214899	10969	3333	2778
16172	3970	1287	844
94047	4869	0	0
214932	1908	878	817
73505	668	0	0
330409	9213	109	53
71803	1367	0	3
11973	1204	13519	11312
94044	6933	2155	1913
12122	1891	115	62
100505050	6696	589	482
194401	2894	233	204
74043	4086	745	610
53857	1432	30	22
24110	1771	2380	2234
100504054	415	0	0
14412	2150	41	25
14411	2563	0	2
243621	6840	6	27
232345	4671	361	434
17836	4657	2	0
17837	4544	0	0
381806	1350	0	0
17835	4683	0	0
50928	1365	4	0
625931	704	0	0
17113	2222	7809	6356
13619	3839	1395	983
74269	817	0	0
108653	4017	154	96
667035	550	1	1
50530	1413	29	2
11628	2397	0	4
11810	2265	1144	873
14562	2109	6	12
73708	818	0	0
100043805	694	0	1
639606	882	0	0
71950	1356	0	7
20527	3959	67	47
60611	5013	2129	1559
12267	4299	452	219
67602	2393	2857	2351
100862403	386	1	0
269799	1558	2	10
73149	1330	49	30
474145	1092	0	0
69810	784	0	0
26888	2616	20	13
381809	1044	0	0
56620	1245	12	4
17474	1336	2	2
56619	2519	10	4
232358	2565	0	0
667180	2562	0	0
546912	2562	0	0
546913	2562	0	0
435916	2550	0	0
243628	2565	0	0
545874	2568	2	0
56552	2568	0	1
232367	2574	2	0
93671	4492	38	44
76921	535	0	0
19305	3185	1852	1229
232370	4007	295	119
232371	3010	347	332
50909	2762	162	76
50908	2985	433	306
667277	2166	0	0
317677	2662	9	13
14792	2502	2324	1881
14791	1045	1405	1090
12034	1360	3841	2681
387159	72	1	0
723944	69	1	0
15170	2410	1874	1382
14790	568	7443	5761
19866	62	30	17
13498	4396	980	669
13807	2631	594	506
16977	1470	4	2
14794	1179	671	547
21991	1601	30488	22922
22225	3176	6098	5151
14793	1488	49	43
14695	1846	3	0
14789	2779	699	532
14788	2676	49	64
12504	3095	4	2
16768	2003	2	16
69202	1155	3584	2660
442825	991	19	27
30853	1544	15535	11805
26894	2265	8128	6287
319352	2338	22	25
269800	3553	1533	1167
28019	1617	3160	2447
54137	2154	150	154
381810	1515	3	12
107932	6438	3146	2526
110109	2623	1435	994
320678	2849	555	367
14433	1232	1976	1410
68298	4514	1676	1456
100217413	71	0	7
66493	1515	4663	3672
100526526	87	22	8
22317	3154	942	762
213233	2080	1151	954
78668	1353	43	31
21940	1576	43	17
73870	1093	0	0
22144	1509	0	0
17000	2092	2776	2200
20276	3499	443	251
21937	2155	3043	2180
213522	3019	207	195
12527	1192	66196	53074
22371	8817	659	412
243634	3932	1	2
18205	1548	12	14
100038574	2825	0	0
16493	3005	24	42
16485	8970	14	6
16494	5839	4	8
100504356	1019	0	0
66108	1322	12170	10138
11642	3153	0	0
101320	2073	12	0
19362	1835	16	23
28040	2238	1374	1080
14177	1232	0	0
64654	1814	0	0
319801	3653	492	362
100861633	596	201	236
12444	5772	5323	4375
77558	1494	58	35
101187	3724	803	743
381812	1094	2	2
381813	2413	0	0
100504457	726	0	0
68498	4209	12	15
109246	3930	3284	2397
330427	3847	46	26
21679	3076	206	128
22158	3374	1188	1173
72440	1957	649	473
14235	4365	107	127
71149	1092	0	0
60345	1896	235	171
101142	2299	1374	1026
14228	2167	12680	9739
791299	4598	165	106
11287	4681	7	3
667610	517	2	2
232400	4698	2	0
17057	1274	1	0
94071	2160	0	0
100043861	645	0	0
17059	2632	0	0
80782	2212	0	0
232406	2742	44	28
93675	977	4	0
70809	2613	4	4
100504591	1082	0	2
408064	838	2207	1868
232408	1708	0	0
232409	2271	0	0
93694	1214	65	47
76432	769	274	250
12515	1620	10	10
381816	1566	0	0
232413	2222	169	137
71183	1621	0	0
56760	1170	4	0
232414	3294	0	7
243653	3268	108	125
56644	2277	194	117
108078	3569	6	0
330428	2875	4	2
100504641	806	19	12
57436	1773	7036	5806
100861675	755	2	1
243655	913	1	0
16643	866	0	0
27007	3293	2	5
58179	666	0	0
16642	782	2	0
16641	735	0	0
735268	109	0	0
503550	838	0	0
320407	3913	0	0
232415	682	0	1
170733	1177	5	0
16636	1155	0	0
667764	816	0	0
16637	1116	0	0
16635	971	0	0
667769	795	0	0
16639	1178	0	0
654449	802	0	0
16640	1194	0	0
16638	1238	0	0
16628	823	0	0
16631	815	0	0
16634	1292	0	0
16627	1667	0	0
100048471	693	0	0
100862219	3798	0	0
625558	747	0	0
434094	2418	0	0
16633	1886	28	53
66441	766	289	252
243659	3378	16	8
56449	1862	3626	2996
71392	602	2	2
387355	939	0	0
387342	927	0	0
387341	927	0	0
387340	909	0	0
57252	903	0	0
